house_type,insulation,schedule,Loc_code,Hydro_resource,SH_code,DW_code,Occ_code,R_cap,HP_cap,Tank_Volume (L),kgCO2_oper_life,P_annual_kWh_life,kgCO2_manuf_life,kgCO2_dist_life,kgCO2_inst_life,kgCO2_eol_life,kgCO2_other_life,kgCO2_EOL_S_life,kgCO2_Other_S_life,kgCO2_total_life,kgCO2_total_life_R,CS_code
Mass,Nom,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,2440.616189,38225.367935999995,3647.361372,130.3485295,95.47431016,713.7197005,2382.605647,592.5525379,1972.462855,9410.12574816,8878.81579356,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,1691.13655969,25806.781686,3450.246388,124.7612623,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8552.565151589999,7804.665355889999,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,1803.70677054,28215.162108,3450.246388,124.7612623,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8665.13536244,7917.23556674,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,1942.53145735,30734.089302,3450.246388,124.7612623,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,8803.96004925,8056.060253549999,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2100.4669625,32039.004459000003,3554.244789,127.6815907,134.8678396,619.9813155,2486.170235,469.9204571,1978.224204,9023.4127323,8365.4058429,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2247.7492356,35012.348742,3554.244789,127.6815907,134.8678396,619.9813155,2486.170235,469.9204571,1978.224204,9170.6950054,8512.688116,Cpeak
Mass,Nom,Real,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,2419.6445372,38115.923202,3554.244789,127.6815907,134.8678396,619.9813155,2486.170235,469.9204571,1978.224204,9342.590307,8684.583417599999,Cpeak
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,2884.5240851,32468.62458,3647.361372,130.3485295,95.47431016,713.7197005,2382.605647,592.5525379,1972.462855,9854.033644259998,9322.72368966,Cpeak
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,3048.137296,35275.928961,3647.361372,130.3485295,95.47431016,713.7197005,2382.605647,592.5525379,1972.462855,10017.64685516,9486.33690056,Cpeak
Mass,Nom,Real,AK,Hlow,HYD1000,HYD1000,5,NA,6,1000,3241.3429919,38225.367935999995,3647.361372,130.3485295,95.47431016,713.7197005,2382.605647,592.5525379,1972.462855,10210.85255106,9679.54259646,Cpeak
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,3,NA,11.2,200,2336.93951335,25806.781686,3450.246388,124.7612623,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9198.36810525,8450.46830955,Cpeak
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,4,NA,11.2,200,2468.8501764,28215.162108,3450.246388,124.7612623,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9330.2787683,8582.3789726,Cpeak
Mass,Nom,Real,AK,Hlow,HYD200,HYD200,5,NA,11.2,200,2629.1621009,30734.089302,3450.246388,124.7612623,162.8068235,533.8792941,2589.734824,363.3180324,2012.39629,9490.5906928,8742.690897100001,Cpeak
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,3,NA,8.5,500,2865.3782074,32039.004459000003,3554.244789,127.6815907,134.8678396,619.9813155,2486.170235,469.9204571,1978.224204,9788.3239772,9130.317087799998,Cpeak
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,4,NA,8.5,500,3032.6108915,35012.348742,3554.244789,127.6815907,134.8678396,619.9813155,2486.170235,469.9204571,1978.224204,9955.5566613,9297.5497719,Cpeak
Mass,Nom,Real,AK,Hlow,HYD500,HYD500,5,NA,8.5,500,3229.4020356,38115.923202,3554.244789,127.6815907,134.8678396,619.9813155,2486.170235,469.9204571,1978.224204,10152.3478054,9494.340916,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,11.2,1000,4537.2542017000005,64004.343879,4406.770127,147.2745348,174.261369,866.0611122999999,3131.797324000001,695.4998506000001,2554.45879,13263.418668800005,12515.518873100002,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,11.2,1000,4694.7653432,66863.570571,4406.770127,147.2745348,174.261369,866.0611122999999,3131.797324000001,695.4998506000001,2554.45879,13420.929810300002,12673.0300146,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,11.2,1000,4873.8454558,69833.798034,4406.770127,147.2745348,174.261369,866.0611122999999,3131.797324000001,695.4998506000001,2554.45879,13600.009922900002,12852.1101272,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,3,NA,14,200,4124.201537,59401.245519,3914.701496,135.5104239,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12190.9827801,11394.9150461,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,4,NA,14,200,4265.2632278,62313.973134,3914.701496,135.5104239,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12332.044470899998,11535.976736899998,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD200,HYD200,5,NA,14,200,4433.5498725,65357.735667,3914.701496,135.5104239,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,12500.331115599998,11704.263381599998,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,3,NA,14,500,4280.5167748,61249.135248000006,4239.915132,143.0633851,200.5237219,757.432492,3200.840382,575.886357,2586.318783,12822.2918878,12026.2241538,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,4,NA,14,500,4427.6838569,64165.905426000005,4239.915132,143.0633851,200.5237219,757.432492,3200.840382,575.886357,2586.318783,12969.4589699,12173.3912359,Cpeak
Mass,Nom,Real,CH,Hhigh,HYD500,HYD500,5,NA,14,500,4599.2769208,67216.727109,4239.915132,143.0633851,200.5237219,757.432492,3200.840382,575.886357,2586.318783,13141.0520338,12344.9842998,Cpeak
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,3,NA,11.2,1000,5924.8974279,64004.343879,4406.770127,147.2745348,174.261369,866.0611122999999,3131.797324000001,695.4998506000001,2554.45879,14651.061895,13903.1620993,Cpeak
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,4,NA,11.2,1000,6103.3468396,66863.570571,4406.770127,147.2745348,174.261369,866.0611122999999,3131.797324000001,695.4998506000001,2554.45879,14829.5113067,14081.611511,Cpeak
Mass,Nom,Real,CH,Hlow,HYD1000,HYD1000,5,NA,11.2,1000,6302.0163698,69833.798034,4406.770127,147.2745348,174.261369,866.0611122999999,3131.797324000001,695.4998506000001,2554.45879,15028.1808369,14280.2810412,Cpeak
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,3,NA,14,200,5423.083086,59401.245519,3914.701496,135.5104239,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13489.8643291,12693.7965951,Cpeak
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,4,NA,14,200,5586.8641351999995,62313.973134,3914.701496,135.5104239,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13653.645378299998,12857.577644299998,Cpeak
Mass,Nom,Real,CH,Hlow,HYD200,HYD200,5,NA,14,200,5779.0348473,65357.735667,3914.701496,135.5104239,189.0691765,626.6597647,3200.840382,445.1136297,2586.318783,13845.8160904,13049.7483564,Cpeak
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,3,NA,14,500,5600.5677811,61249.135248000006,4239.915132,143.0633851,200.5237219,757.432492,3200.840382,575.886357,2586.318783,14142.3428941,13346.2751601,Cpeak
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,4,NA,14,500,5769.4577861,64165.905426000005,4239.915132,143.0633851,200.5237219,757.432492,3200.840382,575.886357,2586.318783,14311.2328991,13515.1651651,Cpeak
Mass,Nom,Real,CH,Hlow,HYD500,HYD500,5,NA,14,500,5964.8746863,67216.727109,4239.915132,143.0633851,200.5237219,757.432492,3200.840382,575.886357,2586.318783,14506.6497993,13710.5820653,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2051.85614305,32480.083314000003,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,9086.20215784,8611.45513674,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2195.00900025,35373.31413,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,9229.35501504,8754.60799394,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2363.8589481,38320.676625,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,9398.20496289,8923.457941789999,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,1971.45962915,31278.493848,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8622.07354735,7964.06665805,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2110.55869215,34263.855696,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8761.17261035,8103.16572105,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2279.3429155,37358.238918,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8929.9568337,8271.9499444,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,6,500,1985.24211575,31190.762294999997,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,8697.37321285,8166.063258249999,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,6,500,2121.2618142,33993.344028,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,8833.3929113,8302.0829567,Cpeak
Mod,H1,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2284.48209265,36933.717387,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,8996.61318975,8465.30323515,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2985.6554706,32480.083314000003,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,10020.00148539,9545.25446429,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,3145.6773001,35373.31413,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,10180.02331489,9705.27629379,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,3331.9401390000003,38320.676625,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,10366.28615379,9891.53913269,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2941.7609264,31278.493848,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9592.3748446,8934.3679553,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,3102.6950043,34263.855696,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9753.3089225,9095.3020332,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3296.177963,37358.238918,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9946.7918812,9288.7849919,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,3,NA,6,500,2933.8103701,31190.762294999997,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,9645.9414672,9114.6315126,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,4,NA,6,500,3090.9357384,33993.344028,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,9803.0668355,9271.7568809,Cpeak
Mod,H1,Ideal,AK,Hlow,HYD500,HYD500,5,NA,6,500,3276.7775272,36933.717387,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,9988.9086243,9457.5986697,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,6289.2275644,92363.378772,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,14592.641666799998,13934.6347775,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,6461.4682223,95655.128898,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,14764.8823247,14106.8754354,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,6661.6675634,99048.74322,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,14965.0816658,14307.0747765,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,5830.0377111,83922.90253200001,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13611.8941552,12863.994359500002,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,5972.5797226,86756.54841,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13754.4361667,13006.536371000002,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,6132.4908782,89678.152221,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13914.347322300002,13166.447526600004,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,6112.7662898,89772.65908800001,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,13956.139911799995,13298.1330224,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,6274.6260803000005,93060.040017,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,14117.9997023,13459.992812900002,Cpeak
Mod,H1,Ideal,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,6463.5161253999995,96445.250286,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,14306.889747399997,13648.882858,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,9005.9555585,92363.378772,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,17309.3696609,16651.3627716,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,9199.8890565,95655.128898,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,17503.3031589,16845.2962696,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,9418.6936956,99048.74322,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,17722.107797999997,17064.1009087,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,8452.342129,83922.90253200001,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,16234.198573100002,15486.298777400005,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,8620.4891839,86756.54841,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,16402.345628,15654.445832300002,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,8802.769257,89678.152221,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,16584.6257011,15836.725905400002,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,8791.582513199999,89772.65908800001,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,16634.9561352,15976.9492458,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,8977.5428761,93060.040017,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,16820.9164981,16162.909608700002,Cpeak
Mod,H1,Ideal,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,9188.1758115,96445.250286,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,17031.549433499997,16373.5425441,Cpeak
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,3,NA,5,1000,2013.81719965,31862.275095,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,9048.16321444,8573.41619334,Cpeak
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,4,NA,5,1000,2156.2531164,34753.35633,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,9190.59913119,8715.85211009,Cpeak
Mod,H1,Real,AK,Hhigh,HYD1000,HYD1000,5,NA,5,1000,2324.8100181,37700.020911,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,9359.15603289,8884.40901179,Cpeak
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,3,NA,8.5,200,1934.3468215,30630.031047,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8584.9607397,7926.9538504,Cpeak
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,4,NA,8.5,200,2073.39901305,33616.110696,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8724.012931250001,8066.00604195,Cpeak
Mod,H1,Real,AK,Hhigh,HYD200,HYD200,5,NA,8.5,200,2242.27372125,36709.388331,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,8892.88763945,8234.880750150001,Cpeak
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,3,NA,6,500,1950.0316828,30573.016803,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,8662.1627799,8130.8528253,Cpeak
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,4,NA,6,500,2086.31004865,33375.964608,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,8798.441145750001,8267.131191150002,Cpeak
Mod,H1,Real,AK,Hhigh,HYD500,HYD500,5,NA,6,500,2249.2800713,36315.242229,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,8961.4111684,8430.1012138,Cpeak
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,3,NA,5,1000,2899.2890734,31862.275095,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,9933.63508819,9458.88806709,Cpeak
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,4,NA,5,1000,3058.1507417,34753.35633,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,10092.49675649,9617.74973539,Cpeak
Mod,H1,Real,AK,Hlow,HYD1000,HYD1000,5,NA,5,1000,3244.5863565,37700.020911,3804.902233,133.7870649,98.61813368999998,697.5169652,2299.521618,589.3421501,1932.949412,10278.93237129,9804.18535019,Cpeak
Mod,H1,Real,AK,Hlow,HYD200,HYD200,3,NA,8.5,200,2854.3485548000003,30630.031047,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9504.962473,8846.9555837,Cpeak
Mod,H1,Real,AK,Hlow,HYD200,HYD200,4,NA,8.5,200,3015.2789353,33616.110696,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9665.8928535,9007.8859642,Cpeak
Mod,H1,Real,AK,Hlow,HYD200,HYD200,5,NA,8.5,200,3208.5269297,36709.388331,3460.310425,125.1113759,139.6882941,487.8960882,2437.607735,337.8352299,1929.661704,9859.1408479,9201.1339586,Cpeak
Mod,H1,Real,AK,Hlow,HYD500,HYD500,3,NA,6,500,2849.8508872,30573.016803,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,9561.9819843,9030.6720297,Cpeak
Mod,H1,Real,AK,Hlow,HYD500,HYD500,4,NA,6,500,3007.0483914,33375.964608,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,9719.1794885,9187.8695339,Cpeak
Mod,H1,Real,AK,Hlow,HYD500,HYD500,5,NA,6,500,3192.5207174,36315.242229,3564.308826,128.0317043,111.7493102,573.9981096,2334.043147,452.830947,1923.900355,9904.6518145000009,9373.341859900002,Cpeak
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,3,NA,8.5,1000,5614.8629569,82065.403098,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,13918.2770593,13260.27017,Cpeak
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,4,NA,8.5,1000,5786.5165355,85349.995458,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,14089.9306379,13431.9237486,Cpeak
Mod,H1,Real,CH,Hhigh,HYD1000,HYD1000,5,NA,8.5,1000,5985.3065984,88739.582484,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,14288.7207008,13630.713811500002,Cpeak
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,3,NA,11.2,200,5114.9324308,73195.582908,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,12896.7888749,12148.889079200002,Cpeak
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,4,NA,11.2,200,5256.2587958,76027.175049,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13038.115239900002,12290.215444200005,Cpeak
Mod,H1,Real,CH,Hhigh,HYD200,HYD200,5,NA,11.2,200,5416.3421968,78946.150752,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,13198.198640900002,12450.298845200005,Cpeak
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,3,NA,8.5,500,5437.0521598000005,79486.510341,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,13280.4257818,12622.4188924,Cpeak
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,4,NA,8.5,500,5599.5887842,82771.121244,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,13442.962406199998,12784.9555168,Cpeak
Mod,H1,Real,CH,Hhigh,HYD500,HYD500,5,NA,8.5,500,5786.7765118,86152.814643,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,13630.150133799998,12972.1432444,Cpeak
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,3,NA,8.5,1000,7820.7432346,82065.403098,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,16124.157337,15466.1504477,Cpeak
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,4,NA,8.5,1000,8013.2253697,85349.995458,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,16316.6394721,15658.6325828,Cpeak
Mod,H1,Real,CH,Hlow,HYD1000,HYD1000,5,NA,8.5,1000,8231.1014837,88739.582484,4348.180621,146.0925004,151.1428396,800.3904064,2857.607735,650.3295481,2349.661704,16534.5155861,15876.5086968,Cpeak
Mod,H1,Real,CH,Hlow,HYD200,HYD200,3,NA,11.2,200,7213.048437,73195.582908,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,14994.904881100005,14247.005085400004,Cpeak
Mod,H1,Real,CH,Hlow,HYD200,HYD200,4,NA,11.2,200,7379.1823335,76027.175049,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,15161.038777600004,14413.138981900003,Cpeak
Mod,H1,Real,CH,Hlow,HYD200,HYD200,5,NA,11.2,200,7562.1059433,78946.150752,3929.850402,135.8726005,179.08182350000004,575.8792941,2961.172324000001,405.3180324,2383.83379,15343.962387400004,14596.062591700003,Cpeak
Mod,H1,Real,CH,Hlow,HYD500,HYD500,3,NA,8.5,500,7608.348113,79486.510341,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,15451.721735,14793.7148456,Cpeak
Mod,H1,Real,CH,Hlow,HYD500,HYD500,4,NA,8.5,500,7794.6789951,82771.121244,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,15638.052617099998,14980.0457277,Cpeak
Mod,H1,Real,CH,Hlow,HYD500,HYD500,5,NA,8.5,500,8004.964613,86152.814643,4033.848803,138.7929289,151.1428396,661.9813155,2857.607735,511.9204571,2349.661704,15848.338235,15190.3313456,Cpeak
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,3,NA,6,1000,2743.7034527,41912.632755,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,10482.7207201,9951.4107655,Cpeak
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,4,NA,6,1000,2886.0954963,44710.537872,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,10625.1127637,10093.8028091,Cpeak
Mod,Nom,Ideal,AK,Hhigh,HYD1000,HYD1000,5,NA,6,1000,3057.2642633,47656.695093,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,10796.2815307,10264.9715761,Cpeak
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,3,NA,11.2,200,2246.04385355,34312.614735,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9876.98015365,9129.08035795,Cpeak
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,4,NA,11.2,200,2359.2205338,36720.595359,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,9990.1568339,9242.2570382,Cpeak
Mod,Nom,Ideal,AK,Hhigh,HYD200,HYD200,5,NA,11.2,200,2496.4814419,39232.980948,3872.337406,134.3404525,179.08182350000004,569.3167941,2875.859824000001,398.7555324,2298.52129,10127.417742,9379.5179463,Cpeak
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,3,NA,8.5,500,2738.1787074,41890.348122,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,10430.6321865,9772.6252971,Cpeak
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,4,NA,8.5,500,2881.7338598,44857.954743,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,10574.1873389,9916.1804495,Cpeak
Mod,Nom,Ideal,AK,Hhigh,HYD500,HYD500,5,NA,8.5,500,3054.5661454,47960.005548,3976.335808,137.260781,151.1428396,655.4188155,2772.295235,505.3579571,2264.349204,10747.0196245,10089.0127351,Cpeak
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,3,NA,6,1000,4056.5807058,41912.632755,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,11795.5979732,11264.288018599998,Cpeak
Mod,Nom,Ideal,AK,Hlow,HYD1000,HYD1000,4,NA,6,1000,4219.4771647,44710.537872,4069.45239,139.9277197,111.7493102,749.1572005,2668.730647,627.9900379,2258.587855,11958.4944321,11427.1844775,Cpeak
